ï»¿Dissemination Area (DA),Province or territory,Dimension 1 Scores,Dimension 2 Scores,Dimension 3 Scores,Dimension 4 Scores,CISV Scores,CISV Quintiles,CISV Most Vulnerable Dimension,da_str
24661908,Quebec,0.16025,-1.30845,-1.02199,0.18978,-0.4951,1,Dimension 4,24661908
24661909,Quebec,0.68306,-1.22082,-0.26437,0.92444,0.03058,3,Dimension 4,24661909
24661910,Quebec,-0.43573,-0.68175,-1.10777,-0.13087,-0.58903,1,Dimension 4,24661910
24661911,Quebec,0.1076,-0.86085,-1.24907,0.4794,-0.38073,2,Dimension 4,24661911
24661912,Quebec,0.24948,-1.7186,-0.73808,1.25277,-0.23861,2,Dimension 4,24661912
24661913,Quebec,0.01304,-1.00819,-0.62309,-0.09977,-0.4295,2,Dimension 1,24661913
24661916,Quebec,0.92063,-0.30692,0.52206,1.28226,0.60451,5,Dimension 4,24661916
24661917,Quebec,0.15077,-0.1613,-0.23762,0.62637,0.09456,4,Dimension 4,24661917
24661918,Quebec,-0.00671,0.36505,0.21907,1.47561,0.51326,5,Dimension 4,24661918
24661919,Quebec,0.51256,0.82698,1.02708,0.6524,0.75476,5,Dimension 3,24661919
24661920,Quebec,0.02737,0.13667,0.42354,0.66953,0.31428,4,Dimension 4,24661920
24661921,Quebec,0.21642,-0.72719,-0.15551,0.36057,-0.07643,3,Dimension 4,24661921
24661922,Quebec,0.26679,0.51927,1.06866,1.35089,0.8014,5,Dimension 4,24661922
24661926,Quebec,0.6463,-1.36495,-0.73556,1.86797,0.10344,4,Dimension 4,24661926
24661927,Quebec,0.71068,-0.90446,-0.65463,0.88463,0.00906,3,Dimension 4,24661927
24661928,Quebec,1.51506,-1.14111,-0.88701,1.95501,0.36049,4,Dimension 4,24661928
24661929,Quebec,0.81612,2.47024,-1.44928,2.14517,0.99556,5,Dimension 2,24661929
24661936,Quebec,0.83555,-1.00394,-0.44212,1.77935,0.29221,4,Dimension 4,24661936
24661937,Quebec,0.68303,-0.32513,-1.18455,0.92878,0.02553,3,Dimension 4,24661937
24661940,Quebec,1.48874,-0.24941,-0.15244,1.34556,0.60812,5,Dimension 1,24661940
24661941,Quebec,1.66338,-0.32361,-0.51701,2.26606,0.77221,5,Dimension 4,24661941
24661942,Quebec,0.23731,-1.03005,-0.33227,0.58036,-0.13616,3,Dimension 4,24661942
24661943,Quebec,2.30611,-0.71827,0.02072,2.57644,1.04625,5,Dimension 4,24661943
24661944,Quebec,0.21662,0.99367,0.31195,0.08419,0.40161,4,Dimension 2,24661944
24661945,Quebec,1.18607,-0.83798,0.08054,2.20365,0.65807,5,Dimension 4,24661945
24661946,Quebec,0.69843,-0.15641,-0.27979,1.58241,0.46116,5,Dimension 4,24661946
24661947,Quebec,0.77352,-0.99421,0.02492,1.63184,0.35901,4,Dimension 4,24661947
24661948,Quebec,0.78215,-0.57062,-0.60625,0.20254,-0.04805,3,Dimension 1,24661948
24661949,Quebec,0.27844,-0.55065,-0.69214,0.23957,-0.1812,3,Dimension 1,24661949
24661950,Quebec,0.91822,-0.95761,-0.47951,0.62863,0.02743,3,Dimension 1,24661950
24661953,Quebec,0.24094,-0.86102,-0.6332,0.22242,-0.25772,2,Dimension 1,24661953
24661954,Quebec,0.23018,-0.66327,-0.40717,0.8268,-0.00336,3,Dimension 4,24661954
24661955,Quebec,0.57962,-1.07124,-0.87522,0.96362,-0.10081,3,Dimension 4,24661955
24661956,Quebec,0.39268,-0.18937,-1.22987,0.48368,-0.13572,3,Dimension 4,24661956
24661957,Quebec,0.51271,-0.4727,-0.90789,1.01434,0.03662,3,Dimension 4,24661957
24661958,Quebec,1.06171,-0.97718,0.09522,1.67385,0.4634,5,Dimension 4,24661958
24661959,Quebec,0.80236,-0.04408,-0.40514,0.71186,0.26625,4,Dimension 1,24661959
24661960,Quebec,0.41511,-1.04546,-0.66597,1.51064,0.05358,4,Dimension 4,24661960
24661961,Quebec,0.49618,-0.60483,-0.61094,0.88473,0.04128,3,Dimension 4,24661961
24661962,Quebec,0.846,1.37101,-0.74165,0.93211,0.60187,5,Dimension 2,24661962
24661963,Quebec,0.99253,-1.34691,0.42044,0.80578,0.21796,4,Dimension 1,24661963
24661964,Quebec,0.42434,-0.4302,-0.66663,0.4499,-0.05564,3,Dimension 4,24661964
24661965,Quebec,0.58113,-1.59652,-0.59006,1.80173,0.04907,4,Dimension 4,24661965
24661966,Quebec,0.00062,-1.38962,-0.98647,0.48118,-0.47357,1,Dimension 4,24661966
24661967,Quebec,0.36103,-0.9893,-0.25136,0.66648,-0.05329,3,Dimension 4,24661967
24661968,Quebec,0.55308,-0.96149,0.28653,0.70451,0.14566,4,Dimension 4,24661968
24661969,Quebec,0.07623,-0.93042,0.0656,0.76306,-0.00638,3,Dimension 4,24661969
24661970,Quebec,0.06389,-1.42694,-0.37793,0.43537,-0.3264,2,Dimension 4,24661970
24661971,Quebec,0.13497,-1.01984,0.17718,1.20365,0.12399,4,Dimension 4,24661971
24661972,Quebec,0.27532,-1.01008,-0.19522,1.11929,0.04733,3,Dimension 4,24661972
24661973,Quebec,0.53581,-0.39733,-0.12709,0.87325,0.22116,4,Dimension 4,24661973
24661974,Quebec,0.18129,-0.34295,-0.48219,0.17863,-0.11631,3,Dimension 1,24661974
24661975,Quebec,-0.20009,-0.72679,-0.71662,-0.46946,-0.52824,1,Dimension 1,24661975
24661976,Quebec,0.06788,-0.46556,-0.42978,-0.37124,-0.29967,2,Dimension 1,24661976
24661977,Quebec,-0.1695,-0.31473,-0.29228,0.20417,-0.14308,3,Dimension 4,24661977
24661978,Quebec,-0.08321,-0.41005,-0.89032,-0.12425,-0.37696,2,Dimension 1,24661978
24661979,Quebec,-0.25214,-0.61018,-0.45535,0.30688,-0.2527,2,Dimension 4,24661979
24661980,Quebec,-0.26507,-0.05744,-0.60442,0.42017,-0.12669,3,Dimension 4,24661980
24661981,Quebec,0.16216,-0.10505,-0.68072,0.06915,-0.13861,3,Dimension 1,24661981
24661982,Quebec,-0.02941,-0.25978,-0.68775,-0.35302,-0.33249,2,Dimension 1,24661982
24661983,Quebec,0.41044,-0.40012,-0.20187,0.64969,0.11454,4,Dimension 4,24661983
24661984,Quebec,-0.18339,-0.54,-0.48825,-0.41928,-0.40773,2,Dimension 1,24661984
24661985,Quebec,0.87964,0.10313,1.11909,1.66295,0.9412,5,Dimension 4,24661985
24661986,Quebec,0.57202,-0.68198,0.77861,0.81148,0.37004,4,Dimension 4,24661986
24661987,Quebec,-0.22338,-1.41968,-0.4747,0.38513,-0.43316,2,Dimension 4,24661987
24661988,Quebec,0.00943,-0.74308,-0.75616,0.02991,-0.36498,2,Dimension 4,24661988
24661989,Quebec,-0.10158,-0.79785,-0.71854,0.18698,-0.35775,2,Dimension 4,24661989
24661990,Quebec,0.37679,1.75096,-0.00614,1.76167,0.97082,5,Dimension 4,24661990
24661991,Quebec,0.07255,-0.57243,-0.73601,0.32299,-0.22823,2,Dimension 4,24661991
24661992,Quebec,0.62022,0.67827,-0.29271,0.4948,0.37515,4,Dimension 2,24661992
24661993,Quebec,-0.00327,-1.19313,-0.85614,0.50857,-0.38599,2,Dimension 4,24661993
24661994,Quebec,-0.17324,-0.68777,-0.16204,0.71336,-0.07742,3,Dimension 4,24661994
24661995,Quebec,0.06444,-0.1272,-0.04512,0.50751,0.09991,4,Dimension 4,24661995
24661996,Quebec,-0.11124,-0.62337,-0.5929,0.55822,-0.19233,3,Dimension 4,24661996
24661997,Quebec,0.2193,-0.30824,-0.56338,1.02663,0.09358,4,Dimension 4,24661997
24661998,Quebec,0.11793,-0.80836,-0.49623,0.49232,-0.17358,3,Dimension 4,24661998
24661999,Quebec,0.18344,-0.50198,-0.797,0.24857,-0.21674,2,Dimension 4,24661999
24662000,Quebec,-0.06262,-0.64828,-0.36604,-0.24888,-0.33146,2,Dimension 1,24662000
24662001,Quebec,0.49216,-0.13872,-0.25711,0.15213,0.06212,4,Dimension 1,24662001
24662002,Quebec,1.1129,1.18136,2.01604,1.37821,1.42213,5,Dimension 3,24662002
24662003,Quebec,0.88798,1.29227,0.00893,1.43246,0.90541,5,Dimension 4,24662003
24662004,Quebec,0.59712,0.22127,-0.42752,0.04109,0.10799,4,Dimension 1,24662004
24662005,Quebec,0.40286,0.10177,-0.63973,0.40293,0.06696,4,Dimension 4,24662005
24662006,Quebec,0.38075,0.0107,-0.56858,0.21345,0.00908,3,Dimension 1,24662006
24662007,Quebec,0.55969,0.03446,-0.30117,0.62498,0.22949,4,Dimension 4,24662007
24662008,Quebec,-0.14149,-0.5846,-0.75747,0.18985,-0.32343,2,Dimension 4,24662008
24662009,Quebec,0.35245,0.26912,-0.21138,-0.11885,0.07283,4,Dimension 1,24662009
24662010,Quebec,0.08567,-0.46611,-0.43603,-0.16391,-0.2451,2,Dimension 1,24662010
24662011,Quebec,0.08969,-0.19682,-0.64519,0.00635,-0.18649,3,Dimension 1,24662011
24662012,Quebec,0.06936,0.60952,-0.48497,0.47823,0.16804,4,Dimension 2,24662012
24662013,Quebec,0.52772,0.0323,-0.70801,0.68393,0.13399,4,Dimension 4,24662013
24662014,Quebec,0.69596,-0.7235,-0.37862,0.4773,0.01779,3,Dimension 1,24662014
24662015,Quebec,-0.11657,0.00032,-0.35531,-0.09071,-0.14057,3,Dimension 2,24662015
24662016,Quebec,-0.07132,-0.81026,-0.60418,0.10608,-0.34492,2,Dimension 4,24662016
24662017,Quebec,-0.21078,-0.37075,-0.64339,0.5388,-0.17153,3,Dimension 4,24662017
24662018,Quebec,0.0157,-0.75112,-0.34397,0.39017,-0.1723,3,Dimension 4,24662018
24662019,Quebec,0.1081,-0.57492,-0.59755,0.58763,-0.11919,3,Dimension 4,24662019
24662020,Quebec,0.23773,-0.48524,-0.07437,0.83612,0.12856,4,Dimension 4,24662020
24662021,Quebec,0.75105,-1.72418,-0.36754,0.50139,-0.20982,2,Dimension 1,24662021
24662022,Quebec,0.11342,-1.06897,-0.45584,0.29694,-0.27861,2,Dimension 4,24662022
24662024,Quebec,0.88399,2.74854,-1.95636,1.4718,0.78699,5,Dimension 2,24662024
24662025,Quebec,1.00815,-0.09738,-0.17653,0.25143,0.24642,4,Dimension 1,24662025
24662026,Quebec,1.20981,-0.88561,0.36649,1.18905,0.46994,5,Dimension 1,24662026
24662027,Quebec,-0.10761,-1.3634,-0.78693,0.67839,-0.39489,2,Dimension 4,24662027
24662028,Quebec,0.63563,-0.78557,-0.74596,0.96606,0.01754,3,Dimension 4,24662028
24662029,Quebec,0.61087,-0.8861,-0.19868,0.7845,0.07765,4,Dimension 4,24662029
24662030,Quebec,0.52532,-0.8066,-0.61119,0.56129,-0.08279,3,Dimension 4,24662030
24662031,Quebec,0.50415,-1.0317,0.11298,0.42021,0.00141,3,Dimension 1,24662031
24662032,Quebec,0.12488,-0.88275,-0.2455,0.16829,-0.20877,2,Dimension 4,24662032
24662033,Quebec,0.07013,-1.56921,-0.60531,0.62282,-0.37039,2,Dimension 4,24662033
24662034,Quebec,-0.27768,-1.43731,-0.85812,-0.45174,-0.75621,1,Dimension 1,24662034
24662035,Quebec,0.17946,-0.37567,0.03088,-0.0921,-0.06436,3,Dimension 1,24662035
24662036,Quebec,-0.18965,-0.78268,-1.3522,0.02128,-0.57581,1,Dimension 4,24662036
24662037,Quebec,0.17886,1.53365,-0.56817,-0.24252,0.22545,4,Dimension 2,24662037
24662038,Quebec,0.62808,0.92011,-0.99797,0.206,0.18905,4,Dimension 2,24662038
24662039,Quebec,-0.15777,-0.11054,-1.2162,-0.55165,-0.50904,1,Dimension 2,24662039
24662040,Quebec,0.35439,1.27267,-0.03081,0.12415,0.4301,5,Dimension 2,24662040
24662041,Quebec,0.17389,-1.13654,-0.29485,0.9679,-0.0724,3,Dimension 4,24662041
24662042,Quebec,0.71393,-0.32713,-0.52972,0.56644,0.10588,4,Dimension 1,24662042
24662043,Quebec,1.78285,-2.17608,0.40436,1.7785,0.44741,5,Dimension 1,24662043
24662044,Quebec,0.99821,-1.65064,0.10843,1.10897,0.14124,4,Dimension 4,24662044
24662045,Quebec,0.31805,-0.90677,-0.37656,0.75818,-0.05177,3,Dimension 4,24662045
24662046,Quebec,0.00114,-0.43964,-0.55736,0.47536,-0.13013,3,Dimension 4,24662046
24662047,Quebec,0.319,0.0292,-0.50467,0.63506,0.11965,4,Dimension 4,24662047
24662048,Quebec,0.59305,0.34838,-0.86588,1.53583,0.40284,4,Dimension 4,24662048
24662049,Quebec,0.22849,-0.84404,-0.6675,0.88485,-0.09955,3,Dimension 4,24662049
24662050,Quebec,-0.33961,-1.23292,-0.77066,0.12375,-0.55486,1,Dimension 4,24662050
24662051,Quebec,1.32097,-0.15396,-0.18582,1.40649,0.59692,5,Dimension 4,24662051
24662052,Quebec,0.90476,-0.38409,0.22478,0.62439,0.34246,4,Dimension 1,24662052
24662053,Quebec,-0.38646,-0.84295,-0.27897,0.62701,-0.22034,2,Dimension 4,24662053
24662054,Quebec,-0.05481,-0.23675,-0.86233,0.49859,-0.16382,3,Dimension 4,24662054
24662055,Quebec,0.96669,0.46447,-0.40777,0.97106,0.49861,5,Dimension 4,24662055
24662056,Quebec,0.40507,-1.14544,0.39257,0.98517,0.15934,4,Dimension 4,24662056
24662057,Quebec,2.16866,1.47867,3.04747,0.4187,1.77837,5,Dimension 3,24662057
24662058,Quebec,0.00383,-0.86916,-0.61086,-0.6128,-0.52225,1,Dimension 1,24662058
24662064,Quebec,0.01128,0.11439,-0.64821,0.1626,-0.08999,3,Dimension 4,24662064
24662065,Quebec,0.21589,-0.81533,0.01791,0.73353,0.038,3,Dimension 4,24662065
24662066,Quebec,0.22239,-0.42215,-0.52045,0.23806,-0.12054,3,Dimension 4,24662066
24662069,Quebec,0.98116,-1.07906,-0.26167,0.05181,-0.07694,3,Dimension 1,24662069
24662070,Quebec,0.48308,-0.38165,-0.49308,-0.13658,-0.13206,3,Dimension 1,24662070
24662071,Quebec,0.56619,0.06836,0.12601,0.41073,0.29282,4,Dimension 1,24662071
24662072,Quebec,0.14691,-1.04964,-0.35448,0.43506,-0.20554,2,Dimension 4,24662072
24662073,Quebec,0.23767,1.24862,-0.37496,-0.04232,0.26725,4,Dimension 2,24662073
24662074,Quebec,0.48742,-0.12524,0.0108,0.31545,0.17211,4,Dimension 1,24662074
24662075,Quebec,0.85712,0.17403,1.16575,0.45042,0.66183,5,Dimension 3,24662075
24662076,Quebec,0.57006,-0.68925,0.18734,0.4023,0.11761,4,Dimension 1,24662076
24662077,Quebec,0.52225,-0.04716,-0.18186,0.30333,0.14914,4,Dimension 1,24662077
24662078,Quebec,0.44185,0.06586,-0.30233,0.6312,0.20914,4,Dimension 4,24662078
24662079,Quebec,0.58687,-0.04802,0.00765,-0.29951,0.06175,4,Dimension 1,24662079
24662080,Quebec,0.37085,-0.27789,0.00502,0.47077,0.14218,4,Dimension 4,24662080
24662081,Quebec,1.04645,-0.21537,-0.19466,0.62794,0.31609,4,Dimension 1,24662081
24662082,Quebec,0.88842,0.90745,0.08433,0.71797,0.64954,5,Dimension 2,24662082
24662083,Quebec,1.14357,1.4897,-0.07835,1.06188,0.9042,5,Dimension 2,24662083
24662084,Quebec,0.42895,0.11634,-0.42924,-0.13588,-0.00496,3,Dimension 1,24662084
24662085,Quebec,0.41681,0.12551,-0.51946,0.32638,0.08731,4,Dimension 1,24662085
24662086,Quebec,0.72281,0.34365,-0.10842,0.24516,0.3008,4,Dimension 1,24662086
24662087,Quebec,1.86452,0.31826,0.88882,0.78845,0.96501,5,Dimension 1,24662087
24662088,Quebec,1.55123,0.81322,1.78774,0.21441,1.09165,5,Dimension 3,24662088
24662089,Quebec,1.0536,3.42884,-1.14881,0.49649,0.95753,5,Dimension 2,24662089
24662090,Quebec,0.04089,-0.24847,-0.54819,-0.25149,-0.25182,2,Dimension 1,24662090
24662091,Quebec,0.29731,-0.3949,-0.31224,0.486,0.01904,3,Dimension 4,24662091
24662092,Quebec,-0.06417,-0.6798,-0.39606,0.26638,-0.21841,2,Dimension 4,24662092
24662093,Quebec,0.43987,-0.92309,-0.13566,0.23881,-0.09502,3,Dimension 1,24662093
24662094,Quebec,-0.03977,-1.07629,-0.19778,0.1911,-0.28068,2,Dimension 4,24662094
24662095,Quebec,-0.19395,-0.37651,-0.76826,0.13862,-0.30002,2,Dimension 4,24662095
24662096,Quebec,0.05855,-1.00954,-0.1554,0.08493,-0.25536,2,Dimension 4,24662096
24662097,Quebec,-0.05523,-0.74106,-0.60768,0.15936,-0.31115,2,Dimension 4,24662097
24662098,Quebec,-0.03837,0.08002,-0.87159,-0.21059,-0.26013,2,Dimension 2,24662098
24662099,Quebec,-0.03731,-0.05372,-1.08391,0.29609,-0.21971,2,Dimension 4,24662099
24662100,Quebec,0.23397,-0.68826,-0.39065,0.50357,-0.08534,3,Dimension 4,24662100
24662101,Quebec,0.03346,-0.37336,-1.09018,-0.26946,-0.42488,2,Dimension 1,24662101
24662102,Quebec,-0.18473,-1.76441,-0.63478,0.45901,-0.53123,1,Dimension 4,24662102
24662103,Quebec,-0.11389,0.57682,-0.72603,-0.00787,-0.06774,3,Dimension 2,24662103
24662104,Quebec,0.51853,0.52449,-0.39895,0.28576,0.23246,4,Dimension 2,24662104
24662105,Quebec,0.64393,0.46317,-0.07465,-0.22091,0.20288,4,Dimension 1,24662105
24662106,Quebec,0.36634,0.04282,-0.909,-0.50535,-0.2513,2,Dimension 1,24662106
24662108,Quebec,1.12187,-1.06215,0.09436,-0.19634,-0.01056,3,Dimension 1,24662108
24662109,Quebec,1.10385,-0.41623,0.41978,0.65014,0.43939,5,Dimension 1,24662109
24662110,Quebec,1.19626,-0.57097,0.3203,1.29352,0.55978,5,Dimension 4,24662110
24662111,Quebec,0.04937,-0.16747,-1.09897,-0.36601,-0.39577,2,Dimension 1,24662111
24662112,Quebec,1.23467,2.02974,-1.21479,0.03863,0.52206,5,Dimension 2,24662112
24662113,Quebec,0.13473,-0.85167,-1.14948,-2.99944,-1.21646,1,Dimension 1,24662113
24662114,Quebec,1.28322,-1.21538,-1.02291,1.80029,0.2113,4,Dimension 4,24662114
24662115,Quebec,2.23442,0.19929,-1.35965,1.17601,0.56252,5,Dimension 1,24662115
24662116,Quebec,3.51486,4.47157,-0.93224,0.30975,1.84098,5,Dimension 2,24662116
24662117,Quebec,-0.04215,-0.18452,-0.53379,-0.58547,-0.33648,2,Dimension 1,24662117
24662118,Quebec,-0.336,-0.68464,-0.13091,-1.02783,-0.54485,1,Dimension 3,24662118
24662119,Quebec,-0.36998,-0.25069,-1.24478,-0.97896,-0.71111,1,Dimension 2,24662119
24662120,Quebec,-0.08415,-0.11293,-0.87087,-0.23414,-0.32552,2,Dimension 1,24662120
24662121,Quebec,-0.27093,0.31617,-0.61302,-0.74533,-0.32828,2,Dimension 2,24662121
24662122,Quebec,-0.31993,-0.78635,-1.17321,-0.99181,-0.81782,1,Dimension 1,24662122
24662123,Quebec,0.02656,0.48096,-0.84115,-0.26383,-0.14936,3,Dimension 2,24662123
24662124,Quebec,0.26906,-0.89783,-0.68958,0.26286,-0.26387,2,Dimension 1,24662124
24662125,Quebec,0.55579,-0.94456,0.03108,1.19761,0.20998,4,Dimension 4,24662125
24662126,Quebec,0.1278,-0.98911,-0.05261,0.35878,-0.13879,3,Dimension 4,24662126
24662127,Quebec,0.69365,0.89166,1.38492,0.07486,0.76127,5,Dimension 3,24662127
24662128,Quebec,0.72864,-0.61454,-0.36578,1.01729,0.1914,4,Dimension 4,24662128
24662129,Quebec,0.47437,-0.11473,0.16156,0.65343,0.29366,4,Dimension 4,24662129
24662130,Quebec,0.69836,-0.43518,-0.40493,2.09018,0.48711,5,Dimension 4,24662130
24662131,Quebec,1.35236,0.62806,1.23189,0.90415,1.02911,5,Dimension 1,24662131
24662132,Quebec,0.36542,-0.74275,-0.38477,0.32102,-0.11027,3,Dimension 1,24662132
24662133,Quebec,0.50577,-0.60479,0.7121,-0.1146,0.12462,4,Dimension 3,24662133
24662134,Quebec,1.68142,3.00757,0.48817,0.52422,1.42534,5,Dimension 2,24662134
24662135,Quebec,-0.00503,-1.38715,-0.28711,1.28402,-0.09881,3,Dimension 4,24662135
24662136,Quebec,0.55038,-1.2511,-1.35712,1.44676,-0.15277,3,Dimension 4,24662136
24662137,Quebec,0.35293,-1.69521,-0.25857,1.4165,-0.04609,3,Dimension 4,24662137
24662138,Quebec,0.33026,-1.12409,-0.47179,0.61228,-0.16333,3,Dimension 4,24662138
24662140,Quebec,2.62092,-0.45602,-0.76424,2.48722,0.97197,5,Dimension 1,24662140
24662141,Quebec,2.14265,0.85556,-1.00919,2.35024,1.08482,5,Dimension 4,24662141
24662142,Quebec,3.62525,2.23591,-1.7713,1.70911,1.44974,5,Dimension 1,24662142
24662143,Quebec,1.25559,0.28113,-0.92927,-0.11707,0.12259,4,Dimension 1,24662143
24662144,Quebec,1.02693,2.87487,-2.60697,-0.34829,0.23663,4,Dimension 2,24662144
24662145,Quebec,1.30049,0.35351,-1.3928,0.80164,0.26571,4,Dimension 1,24662145
24662147,Quebec,1.49677,0.97885,-1.77009,1.32673,0.50807,5,Dimension 1,24662147
24662148,Quebec,1.70129,0.81538,-1.72558,1.57598,0.59177,5,Dimension 1,24662148
24662149,Quebec,0.11423,-0.13173,-1.47213,0.14542,-0.33605,2,Dimension 4,24662149
24662150,Quebec,0.38967,0.0949,-1.34362,0.05813,-0.20023,3,Dimension 1,24662150
24662151,Quebec,1.16105,-0.90745,-1.09583,1.60422,0.1905,4,Dimension 4,24662151
24662152,Quebec,0.56442,-1.28665,-0.52054,0.97416,-0.06715,3,Dimension 4,24662152
24662153,Quebec,0.69639,-0.82357,-0.56111,1.15017,0.11547,4,Dimension 4,24662153
24662154,Quebec,0.92959,-0.52354,-0.61148,0.82953,0.15603,4,Dimension 1,24662154
24662155,Quebec,1.18482,0.7819,0.00974,0.35698,0.58336,5,Dimension 1,24662155
24662156,Quebec,1.23739,-0.16691,0.49498,-0.43078,0.28367,4,Dimension 1,24662156
24662157,Quebec,0.85852,-0.65931,-0.6734,0.55355,0.01984,3,Dimension 1,24662157
24662158,Quebec,1.01977,-0.26018,0.14062,-0.13967,0.19014,4,Dimension 1,24662158
24662159,Quebec,0.52702,-0.30217,0.18109,0.18357,0.14737,4,Dimension 1,24662159
24662160,Quebec,0.13136,-0.76504,-0.60434,0.41687,-0.20528,2,Dimension 4,24662160
24662161,Quebec,0.20944,-0.56695,-0.58695,0.69038,-0.06352,3,Dimension 4,24662161
24662162,Quebec,0.42995,-0.32052,-0.36581,0.89361,0.15931,4,Dimension 4,24662162
24662163,Quebec,0.88911,-0.36382,0.11925,1.11648,0.44026,5,Dimension 4,24662163
24662164,Quebec,1.04319,5.87756,-1.08584,1.06465,1.72489,5,Dimension 2,24662164
24662165,Quebec,0.6159,0.56546,0.19397,0.52135,0.47417,5,Dimension 1,24662165
24662167,Quebec,1.24231,1.33932,-0.00702,0.5705,0.78628,5,Dimension 2,24662167
24662168,Quebec,0.71322,-1.15959,0.98316,1.25579,0.44814,5,Dimension 4,24662168
24662169,Quebec,-0.24801,-0.90714,-0.20131,-0.04114,-0.3494,2,Dimension 4,24662169
24662170,Quebec,0.24882,0.28884,-0.60899,-0.95815,-0.25737,2,Dimension 2,24662170
24662171,Quebec,0.84656,-0.63382,-0.28678,-0.11859,-0.04816,3,Dimension 1,24662171
24662172,Quebec,0.66793,-0.09306,0.01488,-0.29818,0.07289,4,Dimension 1,24662172
24662173,Quebec,0.53047,0.83478,-0.4632,-0.46114,0.11023,4,Dimension 2,24662173
24662174,Quebec,2.53516,-0.14485,-0.17597,0.57081,0.69629,5,Dimension 1,24662174
24662175,Quebec,0.2933,0.48833,0.1629,0.05012,0.24866,4,Dimension 2,24662175
24662176,Quebec,0.50693,0.09301,0.24129,0.19921,0.26011,4,Dimension 1,24662176
24662177,Quebec,0.0464,-0.20255,0.03092,-0.78842,-0.22841,2,Dimension 1,24662177
24662178,Quebec,1.02469,0.28414,0.50674,-0.05365,0.44048,5,Dimension 1,24662178
24662179,Quebec,0.71311,0.65923,-0.63064,-0.24263,0.12477,4,Dimension 1,24662179
24662180,Quebec,2.38685,-0.16227,0.70808,0.90343,0.95902,5,Dimension 1,24662180
24662182,Quebec,1.08552,0.30167,1.26058,1.18131,0.95727,5,Dimension 3,24662182
24662183,Quebec,0.68162,-0.17009,0.38883,0.22103,0.28035,4,Dimension 1,24662183
24662187,Quebec,0.34443,-0.33922,-0.16601,0.42953,0.06718,4,Dimension 4,24662187
24662192,Quebec,0.01407,-0.12967,-0.5307,0.38813,-0.06454,3,Dimension 4,24662192
24662193,Quebec,-0.02662,-0.08919,-0.5477,0.25677,-0.10168,3,Dimension 4,24662193
24662195,Quebec,-0.20011,0.09056,-0.58383,-0.25224,-0.2364,2,Dimension 2,24662195
24662196,Quebec,0.76783,-0.35208,0.92042,0.8708,0.55174,5,Dimension 3,24662196
24662197,Quebec,0.50991,0.12403,0.49749,-0.25156,0.21997,4,Dimension 1,24662197
24662198,Quebec,0.66893,0.26916,-0.12391,-0.24123,0.14324,4,Dimension 1,24662198
24662199,Quebec,0.47102,0.8376,0.32654,0.37963,0.5037,5,Dimension 2,24662199
24662200,Quebec,2.64022,-0.04546,-0.47781,1.75958,0.96913,5,Dimension 1,24662200
24662201,Quebec,1.49971,-1.50231,0.61369,1.35809,0.49229,5,Dimension 1,24662201
24662202,Quebec,0.98091,-0.79025,0.10617,0.32529,0.15553,4,Dimension 1,24662202
24662203,Quebec,0.73305,1.73407,-0.97877,0.46176,0.48753,5,Dimension 2,24662203
24662204,Quebec,1.47741,0.07926,-0.22554,1.23302,0.64104,5,Dimension 1,24662204
24662205,Quebec,0.26588,-0.41325,-0.07663,-0.5559,-0.19498,3,Dimension 1,24662205
24662206,Quebec,-0.31881,-0.87256,-0.49283,-0.89851,-0.64568,1,Dimension 1,24662206
24662209,Quebec,0.56985,0.35052,-0.81568,0.48802,0.14818,4,Dimension 1,24662209
24662210,Quebec,0.15422,-0.09512,-0.49961,-0.73847,-0.29475,2,Dimension 1,24662210
24662211,Quebec,0.55013,0.29344,-0.82423,0.07687,0.02405,3,Dimension 1,24662211
24662212,Quebec,-0.0283,1.82841,-0.53788,0.608,0.46756,5,Dimension 2,24662212
24662213,Quebec,-0.42684,-0.35937,-0.57967,-0.70803,-0.51848,1,Dimension 2,24662213
24662214,Quebec,0.89253,0.50233,-0.31389,0.7385,0.45487,5,Dimension 1,24662214
24662215,Quebec,1.1345,1.42644,0.88824,1.34371,1.19822,5,Dimension 2,24662215
24662216,Quebec,0.36288,0.79739,-0.54263,0.10884,0.18162,4,Dimension 2,24662216
24662217,Quebec,0.64003,1.81848,-0.34403,0.24442,0.58973,5,Dimension 2,24662217
24662218,Quebec,0.85092,0.01806,-0.13627,0.75783,0.37263,4,Dimension 1,24662218
24662219,Quebec,0.31399,-0.10309,-0.62289,0.07243,-0.08489,3,Dimension 1,24662219
24662220,Quebec,0.31771,-0.03996,0.27011,0.1406,0.17212,4,Dimension 1,24662220
24662221,Quebec,-0.1266,-0.72888,-0.67557,-0.61037,-0.53535,1,Dimension 1,24662221
